tenant_host,jurisdiction,gov_id,gov_name,gov_type,tier,evidence,new_meeting_body,new_hub_slug,country,state,old_hub_slug,gov_classify_bucket
louisvilleco.portal.civicclerk.com,"Louisville, CO",us:place:0846355,"Louisville, CO",municipality,registry,us_places.csv Louisville city,,louisville-co,us,CO,louisville-co,city
eldorado.granicus.com,"El Dorado County, CA",us:county:06017,"El Dorado County, CA",county,registry,us_counties.csv El Dorado County,,el-dorado-county-ca,us,CA,el-dorado-county-ca,county
hillsboroughcounty.granicus.com,"Hillsborough County, FL",us:county:12057,"Hillsborough County, FL",county,registry,us_counties.csv Hillsborough County,,hillsborough-county-fl,us,FL,hillsborough-county-fl,county
antiochca.portal.civicclerk.com,Antioch,us:place:0602252,"Antioch, CA",municipality,pinned,tenant_overrides.csv antiochca.portal.civicclerk.com source=auto_derived+upcoming_roster,,antioch-ca,us,CA,antioch,city
elsegundo.granicus.com,"City of El Segundo, CA",us:place:0622412,"El Segundo, CA",municipality,registry,us_places.csv El Segundo city,,el-segundo-ca,us,CA,el-segundo-ca,city
casselberryfl.portal.civicclerk.com,"Casselberry, FL",us:place:1211050,"Casselberry, FL",municipality,registry,us_places.csv Casselberry city,,casselberry-fl,us,FL,casselberry-fl,city
lapalmaca.portal.civicclerk.com,"La Palma, CA",us:place:0640256,"La Palma, CA",municipality,registry,us_places.csv La Palma city,,la-palma-ca,us,CA,la-palma-ca,city
sandy.civicweb.net,City of Sandy,rtr:us:xx:sandy,City of Sandy,municipality,unverified,minted from 'City of Sandy',,city-of-sandy,us,,sandy,city
pekinil.portal.civicclerk.com,Pekin,us:cousub:1717958460,"Pekin Township, IL",township,registry,us_cousubs.csv Pekin township,,pekin-township-il,us,IL,pekin,city
wellington.granicus.com,"Village of Wellington, FL",us:place:1275812,"Wellington, FL",municipality,registry,us_places.csv Wellington village,,wellington-fl,us,FL,village-of-wellington-fl,city
palmdale.granicus.com,"City of Palmdale, CA",us:place:0655156,"Palmdale, CA",municipality,registry,us_places.csv Palmdale city,,palmdale-ca,us,CA,palmdale-ca,city
occompt.granicus.com,"Orange County, FL",us:county:12095,"Orange County, FL",county,registry,us_counties.csv Orange County,,orange-county-fl,us,FL,orange-county-fl,county
westchestercountyny.granicus.com,"Westchester County, NY",us:county:36119,"Westchester County, NY",county,registry,us_counties.csv Westchester County,,westchester-county-ny,us,NY,westchester-county-ny,county
rosemountmn.portal.civicclerk.com,"Rosemount, MN",us:place:2755726,"Rosemount, MN",municipality,registry,us_places.csv Rosemount city,,rosemount-mn,us,MN,rosemount-mn,city
mitchellsd.portal.civicclerk.com,"Mitchell, SD",us:place:4643100,"Mitchell, SD",municipality,registry,us_places.csv Mitchell city,,mitchell-sd,us,SD,mitchell-sd,city
elizabethco.portal.civicclerk.com,"Elizabeth, CO",us:place:0823740,"Elizabeth, CO",municipality,registry,us_places.csv Elizabeth town,,elizabeth-co,us,CO,elizabeth-co,city
windsor-ca.granicus.com,Town of Windsor,us:county:50027,"Windsor County, VT",county,registry,us_counties.csv Windsor County,,windsor-county-vt,us,VT,town-of-windsor,city
encinitas.granicus.com,"City of Encinitas, CA",us:place:0622678,"Encinitas, CA",municipality,registry,us_places.csv Encinitas city,,encinitas-ca,us,CA,encinitas-ca,city
nashuanh.portal.civicclerk.com,"Nashua, NH",us:place:3350260,"Nashua, NH",municipality,registry,us_places.csv Nashua city,,nashua-nh,us,NH,nashua-nh,city
sedrowoolleywa.portal.civicclerk.com,"Sedro-Woolley, WA",us:place:5363210,"Sedro-Woolley, WA",municipality,registry,us_places.csv Sedro-Woolley city,,sedro-woolley-wa,us,WA,sedro-woolley-wa,city
ttsa.portal.civicclerk.com,"Truckee, CA",us:place:0680588,"Truckee, CA",municipality,registry,us_places.csv Truckee town,,truckee-ca,us,CA,truckee-ca,city
winston-salem.granicus.com,"City of Winston-Salem, NC",us:place:3775000,"Winston-Salem, NC",municipality,registry,us_places.csv Winston-Salem city,,winston-salem-nc,us,NC,winston-salem-nc,city
marin.granicus.com,"County of Marin, CA",us:county:06041,"Marin County, CA",county,registry,us_counties.csv Marin County,,marin-county-ca,us,CA,county-of-marin-ca,county
sidney.civicweb.net,Town of Sidney,rtr:us:xx:sidney,Town of Sidney,municipality,unverified,minted from 'Town of Sidney',,town-of-sidney,us,,town-of-sidney,city
twinfallsid.portal.civicclerk.com,"Twin Falls, ID",us:place:1682810,"Twin Falls, ID",municipality,registry,us_places.csv Twin Falls city,,twin-falls-id,us,ID,twin-falls-id,city
winterspringsfl.granicus.com,"City of Winter Springs, FL",us:place:1278325,"Winter Springs, FL",municipality,registry,us_places.csv Winter Springs city,,winter-springs-fl,us,FL,winter-springs-fl,city
cabq.granicus.com,"City of Albuquerque, NM",us:place:3502000,"Albuquerque, NM",municipality,registry,us_places.csv Albuquerque city,,albuquerque-nm,us,NM,albuquerque-nm,city
culver-city.granicus.com,"Culver City, CA",us:place:0617568,"Culver City, CA",municipality,registry,us_places.csv Culver City city,,culver-city-ca,us,CA,culver-city-ca,city
woodland.civicweb.net,City of Woodland,rtr:us:xx:woodland,City of Woodland,municipality,unverified,minted from 'City of Woodland',,city-of-woodland,us,,woodland,city
brockville.civicweb.net,"Brockville, ON",ca:csd:3507015,"Brockville, ON",municipality,registry,ca_csd.csv Brockville,,brockville-on,ca,ON,brockville-on,city
duluth-mn.granicus.com,"City of Duluth, MN",us:place:2717000,"Duluth (city), MN",municipality,registry,us_places.csv Duluth city,,duluth-city-mn,us,MN,duluth-mn,city
howardcounty.granicus.com,Howard County,rtr:us:xx:howard-county,Howard County,county,pinned,tenant_overrides.csv howardcounty.granicus.com source=auto_derived+jurisdiction_overrides,,howard-county,us,,howard-county,county
eriecopa.portal.civicclerk.com,Erie County,rtr:us:xx:erie-county,Erie County,county,unverified,minted from 'Erie County',,erie-county,us,,erie-county,county
citwentynine-palmsca.civicweb.net,"City of Twentynine Palms, CA",us:place:0680994,"Twentynine Palms, CA",municipality,registry,us_places.csv Twentynine Palms city,,twentynine-palms-ca,us,CA,twentynine-palms-ca,city
addison.granicus.com,"Village of Addison, IL",us:place:1700243,"Addison (village), IL",municipality,registry,us_places.csv Addison village,,addison-village-il,us,IL,village-of-addison-il,city
alachua.granicus.com,"County of Alachua, FL",us:county:12001,"Alachua County, FL",county,registry,us_counties.csv Alachua County,,alachua-county-fl,us,FL,county-of-alachua-fl,county
huntsvilleal.granicus.com,"Huntsville, AL",us:place:0137000,"Huntsville, AL",municipality,registry,us_places.csv Huntsville city,,huntsville-al,us,AL,huntsville-al,city
folsom.granicus.com,City of Folsom,us:cousub:2715521554,"Folsom Township, MN",township,registry,us_cousubs.csv Folsom township,,folsom-township-mn,us,MN,folsom,city
cityofeastlansing.civicweb.net,"City of East Lansing, MI",us:place:2624120,"East Lansing, MI",municipality,registry,us_places.csv East Lansing city,,east-lansing-mi,us,MI,east-lansing-mi,city
marionfl.granicus.com,"Marion County, FL",us:county:12083,"Marion County, FL",county,registry,us_counties.csv Marion County,,marion-county-fl,us,FL,marion-county-fl,county
madisonal.portal.civicclerk.com,"Madison, AL",us:place:0145784,"Madison, AL",municipality,registry,us_places.csv Madison city,,madison-al,us,AL,madison-al,city
fortlauderdale.granicus.com,"City of Fort Lauderdale, FL",us:place:1224000,"Fort Lauderdale, FL",municipality,registry,us_places.csv Fort Lauderdale city,,fort-lauderdale-fl,us,FL,fort-lauderdale-fl,city
nuecescountytx.new.swagit.com,"Nueces County, TX",us:county:48355,"Nueces County, TX",county,registry,us_counties.csv Nueces County,,nueces-county-tx,us,TX,nueces-county-tx,county
enfieldct.portal.civicclerk.com,"Enfield, CT",us:cousub:0911025990,"Enfield Town, CT",township,registry,us_cousubs.csv Enfield town,,enfield-town-ct,us,CT,enfield-ct,city
newbernnc.new.swagit.com,"New Bern, NC",us:place:3746340,"New Bern, NC",municipality,registry,us_places.csv New Bern city,,new-bern-nc,us,NC,new-bern-nc,city
fresnocounty.granicus.com,"Fresno County, CA",us:county:06019,"Fresno County, CA",county,registry,us_counties.csv Fresno County,,fresno-county-ca,us,CA,fresno-county-ca,county
lancastercosc.portal.civicclerk.com,"Lancaster County, SC",us:county:45057,"Lancaster County, SC",county,registry,us_counties.csv Lancaster County,,lancaster-county-sc,us,SC,lancaster-county-sc,county
olatheks.granicus.com,"City of Olathe, KS",us:place:2052575,"Olathe, KS",municipality,registry,us_places.csv Olathe city,,olathe-ks,us,KS,olathe-ks,city
pcbgov.granicus.com,"Panama City Beach, FL",us:place:1254725,"Panama City Beach, FL",municipality,registry,us_places.csv Panama City Beach city,,panama-city-beach-fl,us,FL,panama-city-beach-fl,city
pflugerville.granicus.com,"City of Pflugerville, TX",us:place:4857176,"Pflugerville, TX",municipality,registry,us_places.csv Pflugerville city,,pflugerville-tx,us,TX,pflugerville-tx,city
dcccd.new.swagit.com,City of Dallas,rtr:us:xx:dallas,City of Dallas,municipality,unverified,minted from 'City of Dallas',,city-of-dallas,us,,dallas,city
cityofrehoboth.civicweb.net,"Rehoboth, MA",us:cousub:2500556375,"Rehoboth Town, MA",township,registry,us_cousubs.csv Rehoboth town,,rehoboth-town-ma,us,MA,rehoboth-ma,city
pleasanthill.granicus.com,City of Pleasant Hill,rtr:us:xx:pleasant-hill,City of Pleasant Hill,municipality,pinned,tenant_overrides.csv pleasanthill.granicus.com source=jurisdiction_overrides,,city-of-pleasant-hill,us,,pleasant-hill,city
cityofwasilla.civicweb.net,"City of Wasilla, AK",us:place:0283080,"Wasilla, AK",municipality,registry,us_places.csv Wasilla city,,wasilla-ak,us,AK,wasilla-ak,city
eastonmd.portal.civicclerk.com,Easton,rtr:us:xx:easton,Easton,other,pinned,tenant_overrides.csv eastonmd.portal.civicclerk.com source=auto_derived,,easton,us,,easton,city
pittsburgca.portal.civicclerk.com,"Pittsburg, CA",us:place:0657456,"Pittsburg, CA",municipality,registry,us_places.csv Pittsburg city,,pittsburg-ca,us,CA,pittsburg-ca,city
litchfieldparkaz.portal.civicclerk.com,"Litchfield Park, AZ",us:place:0441330,"Litchfield Park, AZ",municipality,registry,us_places.csv Litchfield Park city,,litchfield-park-az,us,AZ,litchfield-park-az,city
highlandca.portal.civicclerk.com,"Highland, CA",us:place:0633588,"Highland, CA",municipality,registry,us_places.csv Highland city,,highland-ca,us,CA,highland-ca,city
turlockca.portal.civicclerk.com,"Turlock, CA",us:place:0680812,"Turlock, CA",municipality,registry,us_places.csv Turlock city,,turlock-ca,us,CA,turlock-ca,city
cocookmn.civicweb.net,"Cook County, MN",us:county:27031,"Cook County, MN",county,registry,us_counties.csv Cook County,,cook-county-mn,us,MN,cook-county-mn,county
johnstownco.portal.civicclerk.com,"Johnstown, CO",us:place:0839855,"Johnstown, CO",municipality,registry,us_places.csv Johnstown town,,johnstown-co,us,CO,johnstown-co,city
apopkafl.portal.civicclerk.com,"Apopka, FL",us:place:1201700,"Apopka, FL",municipality,registry,us_places.csv Apopka city,,apopka-fl,us,FL,apopka-fl,city
delandfl.portal.civicclerk.com,"DeLand, FL",us:place:1216875,"DeLand, FL",municipality,registry,us_places.csv DeLand city,,deland-fl,us,FL,deland-fl,city
ladylakefl.portal.civicclerk.com,"Lady Lake, FL",us:place:1237375,"Lady Lake, FL",municipality,registry,us_places.csv Lady Lake town,,lady-lake-fl,us,FL,lady-lake-fl,city
independenceia.portal.civicclerk.com,"Independence, IA",us:place:1938100,"Independence, IA",municipality,registry,us_places.csv Independence city,,independence-ia,us,IA,independence-ia,city
santa-rosa.granicus.com,"City of Santa Rosa, CA",us:place:0670098,"Santa Rosa, CA",municipality,registry,us_places.csv Santa Rosa city,,santa-rosa-ca,us,CA,santa-rosa-ca,city
festusmo.portal.civicclerk.com,"Festus, MO",us:place:2924094,"Festus, MO",municipality,registry,us_places.csv Festus city,,festus-mo,us,MO,festus-mo,city
claytonnc.portal.civicclerk.com,"Clayton, NC",us:place:3712860,"Clayton, NC",municipality,registry,us_places.csv Clayton town,,clayton-nc,us,NC,clayton-nc,city
nagsheadnc.portal.civicclerk.com,"Nags Head, NC",us:place:3745880,"Nags Head, NC",municipality,registry,us_places.csv Nags Head town,,nags-head-nc,us,NC,nags-head-nc,city
kentoh.portal.civicclerk.com,"Kent, OH",us:place:3939872,"Kent, OH",municipality,registry,us_places.csv Kent city,,kent-oh,us,OH,kent-oh,city
hallandalebeach.granicus.com,"Hallandale Beach, FL",us:place:1228452,"Hallandale Beach, FL",municipality,registry,us_places.csv Hallandale Beach city,,hallandale-beach-fl,us,FL,hallandale-beach-fl,city
florencesc.portal.civicclerk.com,"Florence, SC",us:place:4525810,"Florence, SC",municipality,registry,us_places.csv Florence city,,florence-sc,us,SC,florence-sc,city
colwood.civicweb.net,"City of Colwood, BC",ca:csd:5917041,"Colwood, BC",municipality,registry,ca_csd.csv Colwood,,colwood-bc,ca,BC,colwood-bc,city
madisonsd.portal.civicclerk.com,Madison,rtr:us:xx:madison,Madison,other,unverified,minted from 'Madison',,madison,us,,madison,city
centervilleut.portal.civicclerk.com,"Centerville, UT",us:place:4911980,"Centerville, UT",municipality,registry,us_places.csv Centerville city,,centerville-ut,us,UT,centerville-ut,city
chelanwa.portal.civicclerk.com,"Chelan, WA",us:place:5311615,"Chelan, WA",municipality,registry,us_places.csv Chelan city,,chelan-wa,us,WA,chelan-wa,city
sandyspringsga.portal.civicclerk.com,"Sandy Springs, GA",us:place:1368516,"Sandy Springs, GA",municipality,registry,us_places.csv Sandy Springs city,,sandy-springs-ga,us,GA,sandy-springs-ga,city
indio.civicweb.net,"City of Indio, CA",us:place:0636448,"Indio, CA",municipality,registry,us_places.csv Indio city,,indio-ca,us,CA,indio-ca,city
ladwp.granicus.com,"Los Angeles, CA",rtr:us:ca:los-angeles-department-of-water-and-power,"Los Angeles Department of Water and Power, CA",special_district,pinned,tenant_overrides.csv ladwp.granicus.com source=architecture_doc_1_3,,los-angeles-department-of-water-and-power-ca,us,CA,los-angeles-ca,city
shoreline.granicus.com,"City of Shoreline, WA",us:place:5363960,"Shoreline, WA",municipality,registry,us_places.csv Shoreline city,,shoreline-wa,us,WA,shoreline-wa,city
westbasin.portal.civicclerk.com,"Carson, CA",us:place:0611530,"Carson, CA",municipality,registry,us_places.csv Carson city,,carson-ca,us,CA,carson-ca,city
yubacityca.portal.civicclerk.com,"Yuba City, CA",us:place:0686972,"Yuba City, CA",municipality,registry,us_places.csv Yuba City city,,yuba-city-ca,us,CA,yuba-city-ca,city
loyalist.civicweb.net,"Loyalist Township, ON",ca:csd:3511005,"Loyalist, ON",municipality,registry,ca_csd.csv Loyalist,,loyalist-on,ca,ON,loyalist-township-on,city
southorangetwpnj.portal.civicclerk.com,"South Orange Village Township, NJ",us:cousub:3401369274,"South Orange Village Township, NJ",township,registry,us_cousubs.csv South Orange Village township,,south-orange-village-township-nj,us,NJ,south-orange-village-township-nj,city
brisbaneca.portal.civicclerk.com,"Brisbane, CA",us:place:0608310,"Brisbane, CA",municipality,registry,us_places.csv Brisbane city,,brisbane-ca,us,CA,brisbane-ca,city
gocolumbiamo.granicus.com,"City of Columbia, MO",us:place:2915670,"Columbia, MO",municipality,registry,us_places.csv Columbia city,,columbia-mo,us,MO,columbia-mo,city
metchosin.civicweb.net,"Metchosin, BC",ca:csd:5917042,"Metchosin, BC",municipality,registry,ca_csd.csv Metchosin,,metchosin-bc,ca,BC,metchosin-bc,city
cityftmyers.granicus.com,"Ft Myers, FL",us:place:1224125,"Fort Myers, FL",municipality,registry,us_places.csv Fort Myers city,,fort-myers-fl,us,FL,ft-myers-fl,city
fountainvalley.granicus.com,"Fountain Valley, CA",us:place:0625380,"Fountain Valley, CA",municipality,registry,us_places.csv Fountain Valley city,,fountain-valley-ca,us,CA,fountain-valley-ca,city
mono.civicweb.net,"Town of Mono, ON",ca:csd:3522012,"Mono, ON",municipality,registry,ca_csd.csv Mono,,mono-on,ca,ON,town-of-mono-on,city
arapahoe.granicus.com,"Arapahoe County, CO",us:county:08005,"Arapahoe County, CO",county,registry,us_counties.csv Arapahoe County,,arapahoe-county-co,us,CO,arapahoe-county-co,county
ppines.granicus.com,"City of Pembroke Pines, FL",us:place:1255775,"Pembroke Pines, FL",municipality,registry,us_places.csv Pembroke Pines city,,pembroke-pines-fl,us,FL,pembroke-pines-fl,city
roundrock.granicus.com,"City of Round Rock, TX",us:place:4863500,"Round Rock, TX",municipality,registry,us_places.csv Round Rock city,,round-rock-tx,us,TX,round-rock-tx,city
bainbridgewa.granicus.com,"Bainbridge Island, WA",us:place:5303736,"Bainbridge Island, WA",municipality,registry,us_places.csv Bainbridge Island city,,bainbridge-island-wa,us,WA,bainbridge-island-wa,city
guilford.granicus.com,"Guilford County, NC",us:county:37081,"Guilford County, NC",county,registry,us_counties.csv Guilford County,,guilford-county-nc,us,NC,guilford-county-nc,county
albemarle.granicus.com,"Albemarle County, VA",us:county:51003,"Albemarle County, VA",county,registry,us_counties.csv Albemarle County,,albemarle-county-va,us,VA,albemarle-county-va,county
oakbay.civicweb.net,"Oak Bay, BC",ca:csd:5917030,"Oak Bay, BC",municipality,registry,ca_csd.csv Oak Bay,,oak-bay-bc,ca,BC,oak-bay-bc,city
azusa.granicus.com,"Azusa, CA",us:place:0603386,"Azusa, CA",municipality,registry,us_places.csv Azusa city,,azusa-ca,us,CA,azusa-ca,city
middleburgva.new.swagit.com,"Middleburg, VA",us:place:5151448,"Middleburg, VA",municipality,registry,us_places.csv Middleburg town,,middleburg-va,us,VA,middleburg-va,city
blacksburg.granicus.com,Town of Blacksburg,us:place:5107784,"Blacksburg, VA",municipality,pinned,tenant_overrides.csv blacksburg.granicus.com source=auto_derived+visual_confirmed,,blacksburg-va,us,VA,town-of-blacksburg,city
sonomacity.civicweb.net,"City of Sonoma, CA",us:place:0672646,"Sonoma, CA",municipality,registry,us_places.csv Sonoma city,,sonoma-ca,us,CA,sonoma-ca,city
brightonco.granicus.com,Brighton,rtr:us:xx:brighton,Brighton,other,pinned,tenant_overrides.csv brightonco.granicus.com source=auto_derived,,brighton,us,,brighton,city
hayward.granicus.com,"Hayward, CA",us:place:0633000,"Hayward, CA",municipality,registry,us_places.csv Hayward city,,hayward-ca,us,CA,hayward-ca,city
burbank.granicus.com,City of Burbank,us:cousub:2706708614,"Burbank Township, MN",township,registry,us_cousubs.csv Burbank township,,burbank-township-mn,us,MN,burbank,city
sooke.civicweb.net,"Sooke, BC",ca:csd:5917052,"Sooke, BC",municipality,registry,ca_csd.csv Sooke,,sooke-bc,ca,BC,sooke-bc,city
burlingameca.granicus.com,"City of Burlingame, CA",us:place:0609066,"Burlingame, CA",municipality,registry,us_places.csv Burlingame city,,burlingame-ca,us,CA,burlingame-ca,city
squamish.civicweb.net,"Squamish, BC",ca:csd:5931006,"Squamish, BC",municipality,registry,ca_csd.csv Squamish,,squamish-bc,ca,BC,squamish-bc,city
sarasotacounty.granicus.com,"Sarasota County, FL",us:county:12115,"Sarasota County, FL",county,registry,us_counties.csv Sarasota County,,sarasota-county-fl,us,FL,sarasota-county-fl,county
castlepines.granicus.com,"City of Castle Pines, CO",us:place:0812387,"Castle Pines, CO",municipality,registry,us_places.csv Castle Pines city,,castle-pines-co,us,CO,castle-pines-co,city
stearnscounty.civicweb.net,"Stearns County, MN",us:county:27145,"Stearns County, MN",county,registry,us_counties.csv Stearns County,,stearns-county-mn,us,MN,stearns-county-mn,county
castlerock-co.granicus.com,Town of Castle Rock,rtr:us:xx:castle-rock,Town of Castle Rock,municipality,pinned,tenant_overrides.csv castlerock-co.granicus.com source=auto_derived,,town-of-castle-rock,us,,town-of-castle-rock,city
saratoga.granicus.com,City of Saratoga,us:county:36091,"Saratoga County, NY",county,registry,us_counties.csv Saratoga County,,saratoga-county-ny,us,NY,saratoga,city
ccsf.granicus.com,"San Francisco, CA",us:place:0667000,"San Francisco, CA",municipality,registry,us_places.csv San Francisco city,,san-francisco-ca,us,CA,san-francisco-ca,city
townofleland.civicweb.net,Town of Leland,us:cousub:2608946820,"Leland Township, MI",township,registry,us_cousubs.csv Leland township,,leland-township-mi,us,MI,town-of-leland,city
chino.granicus.com,"City of Chino, CA",us:place:0613210,"Chino, CA",municipality,registry,us_places.csv Chino city,,chino-ca,us,CA,chino-ca,city
ci-ssf-ca.granicus.com,"City of South San Francisco, CA",us:place:0673262,"South San Francisco, CA",municipality,registry,us_places.csv South San Francisco city,,south-san-francisco-ca,us,CA,south-san-francisco-ca,city
shoreviewmn.granicus.com,"Shoreview, MN",us:place:2759998,"Shoreview, MN",municipality,registry,us_places.csv Shoreview city,,shoreview-mn,us,MN,shoreview-mn,city
trenthills.civicweb.net,"Trent Hills, ON",ca:csd:3514045,"Trent Hills, ON",municipality,registry,ca_csd.csv Trent Hills,,trent-hills-on,ca,ON,trent-hills-on,city
bullheadcity.granicus.com,"Bullhead City, AZ",us:place:0408220,"Bullhead City, AZ",municipality,registry,us_places.csv Bullhead City city,,bullhead-city-az,us,AZ,bullhead-city-az,city
city-lighthousepoint.granicus.com,"Lighthouse Point, FL",us:place:1240450,"Lighthouse Point, FL",municipality,registry,us_places.csv Lighthouse Point city,,lighthouse-point-fl,us,FL,lighthouse-point-fl,city
atikokan.civicweb.net,"Atikokan, ON",ca:csd:3559001,"Atikokan, ON",municipality,registry,ca_csd.csv Atikokan,,atikokan-on,ca,ON,atikokan-on,city
cambridgema.granicus.com,"Cambridge, MA",us:place:2511000,"Cambridge, MA",municipality,registry,us_places.csv Cambridge city,,cambridge-ma,us,MA,cambridge-ma,city
cityofdoral.granicus.com,"City of Doral, FL",us:place:1217935,"Doral, FL",municipality,registry,us_places.csv Doral city,,doral-fl,us,FL,doral-fl,city
lambton.civicweb.net,"Lambton, QC",ca:csd:2430095,"Lambton, QC",municipality,registry,ca_csd.csv Lambton,,lambton-qc,ca,QC,lambton-qc,city
cityofedgewater.granicus.com,"City of Edgewater, FL",us:place:1219825,"Edgewater, FL",municipality,registry,us_places.csv Edgewater city,,edgewater-fl,us,FL,edgewater-fl,city
andoverks.civicweb.net,Andover,rtr:us:xx:andover,Andover,other,pinned,tenant_overrides.csv andoverks.civicweb.net source=auto_derived,,andover,us,,andover,city
cityoffayetteville.granicus.com,"City of Fayetteville, NC",us:place:3722920,"Fayetteville, NC",municipality,registry,us_places.csv Fayetteville city,,fayetteville-nc,us,NC,fayetteville-nc,city
cityofnorthport.granicus.com,"North Port, FL",rtr:us:fl:north-port,"North Port, FL",special_district,pinned,tenant_overrides.csv cityofnorthport.granicus.com source=auto_derived,,north-port-fl,us,FL,north-port-fl,city
brookfieldil.civicweb.net,Village of Brookfield,rtr:us:xx:brookfield,Village of Brookfield,municipality,unverified,minted from 'Village of Brookfield',,village-of-brookfield,us,,village-of-brookfield,city
cityofnsb.granicus.com,"New Smyrna Beach, FL",us:place:1248625,"New Smyrna Beach, FL",municipality,registry,us_places.csv New Smyrna Beach city,,new-smyrna-beach-fl,us,FL,new-smyrna-beach-fl,city
cityofpalmdesert.granicus.com,"City of Palm Desert, CA",us:place:0655184,"Palm Desert, CA",municipality,registry,us_places.csv Palm Desert city,,palm-desert-ca,us,CA,palm-desert-ca,city
cityofsignalhill.granicus.com,"City of Signal Hill, CA",us:place:0671876,"Signal Hill, CA",municipality,registry,us_places.csv Signal Hill city,,signal-hill-ca,us,CA,signal-hill-ca,city
carson.granicus.com,City of Carson,rtr:us:xx:carson,City of Carson,municipality,pinned,tenant_overrides.csv carson.granicus.com source=jurisdiction_overrides,,city-of-carson,us,,carson,city
calumetcounty.civicweb.net,"Calumet County, WI",us:county:55015,"Calumet County, WI",county,registry,us_counties.csv Calumet County,,calumet-county-wi,us,WI,calumet-county-wi,county
coconutcreek.granicus.com,"Coconut Creek, FL",us:place:1213275,"Coconut Creek, FL",municipality,registry,us_places.csv Coconut Creek city,,coconut-creek-fl,us,FL,coconut-creek-fl,city
centrewellington.civicweb.net,"Township of Centre Wellington, ON",ca:csd:3523025,"Centre Wellington, ON",municipality,registry,ca_csd.csv Centre Wellington,,centre-wellington-on,ca,ON,township-of-centre-wellington-on,city
college-park.granicus.com,"College Park, MD",us:place:2418750,"College Park, MD",municipality,registry,us_places.csv College Park city,,college-park-md,us,MD,college-park-md,school
irvington.granicus.com,Village of Irvington,rtr:us:xx:irvington,Village of Irvington,municipality,pinned,tenant_overrides.csv irvington.granicus.com source=jurisdiction_overrides,,village-of-irvington,us,,village-of-irvington,city
contra-costa.granicus.com,"Contra Costa County, CA",us:county:06013,"Contra Costa County, CA",county,registry,us_counties.csv Contra Costa County,,contra-costa-county-ca,us,CA,contra-costa-county-ca,county
charlotte.granicus.com,"Charlotte County, FL",us:county:12015,"Charlotte County, FL",county,registry,us_counties.csv Charlotte County,,charlotte-county-fl,us,FL,charlotte-county-fl,county
jacksonco.granicus.com,Jackson County,us:county:29095,"Jackson County, MO",county,pinned,tenant_overrides.csv jacksonco.granicus.com source=auto_derived+visual_confirmed,,jackson-county-mo,us,MO,jackson-county,county
cooper.granicus.com,"Cooper City, FL",us:place:1214125,"Cooper City, FL",municipality,registry,us_places.csv Cooper City city,,cooper-city-fl,us,FL,cooper-city-fl,city
coppelltx.granicus.com,"City of Coppell, TX",us:place:4816612,"Coppell, TX",municipality,registry,us_places.csv Coppell city,,coppell-tx,us,TX,coppell-tx,city
chesterfieldtwp.civicweb.net,"Chesterfield Township, MI",us:cousub:2609915340,"Chesterfield Township, MI",township,registry,us_cousubs.csv Chesterfield township,,chesterfield-township-mi,us,MI,chesterfield-township-mi,city
cosm.granicus.com,"City of San Mateo, CA",us:place:0668252,"San Mateo, CA",municipality,registry,us_places.csv San Mateo city,,san-mateo-ca,us,CA,san-mateo-ca,city
chico-ca.granicus.com,"City of Chico, CA",us:place:0613014,"Chico, CA",municipality,registry,us_places.csv Chico city,,chico-ca,us,CA,chico-ca,city
davis.granicus.com,"City of Davis, CA",us:place:0618100,"Davis, CA",municipality,registry,us_places.csv Davis city,,davis-ca,us,CA,davis-ca,city
dunedin.granicus.com,"City of Dunedin, FL",us:place:1218575,"Dunedin, FL",municipality,registry,us_places.csv Dunedin city,,dunedin-fl,us,FL,dunedin-fl,city
dunnellon.granicus.com,"Dunnellon, FL",us:place:1218675,"Dunnellon, FL",municipality,registry,us_places.csv Dunnellon city,,dunnellon-fl,us,FL,dunnellon-fl,city
tracy-ca.granicus.com,Tracy,rtr:us:xx:tracy,Tracy,other,pinned,tenant_overrides.csv tracy-ca.granicus.com source=auto_derived,,tracy,us,,tracy,city
chestermere.civicweb.net,"City of Chestermere, AB",ca:csd:4806017,"Chestermere, AB",municipality,registry,ca_csd.csv Chestermere,,chestermere-ab,ca,AB,chestermere-ab,city
suffolkva.granicus.com,"City of Suffolk, VA",us:place:5176432,"Suffolk, VA",municipality,registry,us_places.csv Suffolk city,,suffolk-va,us,VA,suffolk-va,city
durham.granicus.com,"City of Durham, NC",us:place:3719000,"Durham, NC",municipality,registry,us_places.csv Durham city,,durham-nc,us,NC,durham-nc,city
cityofbowietx.civicweb.net,City of Bowie,us:county:48037,"Bowie County, TX",county,registry,us_counties.csv Bowie County,,bowie-county-tx,us,TX,bowie,city
elkgrove.granicus.com,"City of Elk Grove, CA",us:place:0622020,"Elk Grove, CA",municipality,registry,us_places.csv Elk Grove city,,elk-grove-ca,us,CA,elk-grove-ca,city
fairfax.granicus.com,"City of Fairfax, VA",us:place:5126496,"Fairfax, VA",municipality,registry,us_places.csv Fairfax city,,fairfax-va,us,VA,fairfax-va,city
ciwalkermi.civicweb.net,City of Walker,rtr:us:xx:walker,City of Walker,municipality,unverified,minted from 'City of Walker',,city-of-walker,us,,walker,city
fcva.granicus.com,"Frederick County, VA",us:county:51069,"Frederick County, VA",county,registry,us_counties.csv Frederick County,,frederick-county-va,us,VA,frederick-county-va,county
